,column,dtype,non_null_count_x,unique_count,unique_percentage,duplicate_count,duplicate_value_ratio,constant_flag,top_value_percentage,quasi_constant_flag,top_value,top_value_count,top_values_preview,non_null_count_y,dominant_value,dominant_value_pct,second_dominant_value,second_dominant_pct,top_values,suspicious_uniformity_flag,dominance_note
388,PREV_CHANNEL_TYPE_Regional / Local_MEAN,float64,291057,201,0.07,290856,99.93,False,77.76,False,0.0,226329,"[(np.float64(0.0), 226329), (np.float64(1.0), 9931), (np.float64(0.5), 9359)]",291057,0.0,77.76,1.0,3.41,"[('0.0', 77.76), ('1.0', 3.41), ('0.5', 3.22)]",False,Most frequent dominates with 77.76%
389,PREV_CHANNEL_TYPE_Stone_MEAN,float64,291057,244,0.08,290813,99.92,False,59.66,False,0.0,173654,"[(np.float64(0.0), 173654), (np.float64(1.0), 20397), (np.float64(0.5), 17253)]",291057,0.0,59.66,1.0,7.01,"[('0.0', 59.66), ('1.0', 7.01), ('0.5', 5.93)]",False,Most frequent dominates with 59.66%
390,PREV_CHANNEL_TYPE_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
391,PREV_CNT_PAYMENT_MEAN,float64,290642,2838,0.98,287804,99.02,False,12.4,False,12.0,36050,"[(np.float64(12.0), 36050), (np.float64(6.0), 22927), (np.float64(10.0), 19339)]",290642,12.0,12.4,6.0,7.89,"[('12.0', 12.4), ('6.0', 7.89), ('10.0', 6.65)]",False,Most frequent dominates with 12.4%
392,PREV_CNT_PAYMENT_SUM,float64,291057,727,0.25,290330,99.75,False,9.98,False,12.0,29058,"[(np.float64(12.0), 29058), (np.float64(24.0), 19015), (np.float64(6.0), 14545)]",291057,12.0,9.98,24.0,6.53,"[('12.0', 9.98), ('24.0', 6.53), ('6.0', 5.0)]",False,Most frequent dominates with 9.98%
393,PREV_CODE_REJECT_REASON_CLIENT_MEAN,float64,291057,118,0.04,290939,99.96,False,93.46,False,0.0,272024,"[(np.float64(0.0), 272024), (np.float64(0.3333333333333333), 2402), (np.float64(0.25), 2304)]",291057,0.0,93.46,0.3333333333333333,0.83,"[('0.0', 93.46), ('0.3333333333333333', 0.83), ('0.25', 0.79)]",False,Most frequent dominates with 93.46%
394,PREV_CODE_REJECT_REASON_HC_MEAN,float64,291057,388,0.13,290669,99.87,False,77.31,False,0.0,225028,"[(np.float64(0.0), 225028), (np.float64(0.25), 6605), (np.float64(0.3333333333333333), 6264)]",291057,0.0,77.31,0.25,2.27,"[('0.0', 77.31), ('0.25', 2.27), ('0.3333333333333333', 2.15)]",False,Most frequent dominates with 77.31%
395,PREV_CODE_REJECT_REASON_LIMIT_MEAN,float64,291057,244,0.08,290813,99.92,False,90.25,False,0.0,262669,"[(np.float64(0.0), 262669), (np.float64(0.3333333333333333), 3063), (np.float64(0.5), 2840)]",291057,0.0,90.25,0.3333333333333333,1.05,"[('0.0', 90.25), ('0.3333333333333333', 1.05), ('0.5', 0.98)]",False,Most frequent dominates with 90.25%
396,PREV_CODE_REJECT_REASON_SCOFR_MEAN,float64,291057,157,0.05,290900,99.95,False,97.67,True,0.0,284269,"[(np.float64(0.0), 284269), (np.float64(0.3333333333333333), 751), (np.float64(0.25), 694)]",291057,0.0,97.67,0.3333333333333333,0.26,"[('0.0', 97.67), ('0.3333333333333333', 0.26), ('0.25', 0.24)]",False,Most frequent dominates with 97.67%
397,PREV_CODE_REJECT_REASON_SCO_MEAN,float64,291057,206,0.07,290851,99.93,False,92.56,False,0.0,269405,"[(np.float64(0.0), 269405), (np.float64(0.25), 2220), (np.float64(0.2), 2084)]",291057,0.0,92.56,0.25,0.76,"[('0.0', 92.56), ('0.25', 0.76), ('0.2', 0.72)]",False,Most frequent dominates with 92.56%
398,PREV_CODE_REJECT_REASON_SYSTEM_MEAN,float64,291057,57,0.02,291000,99.98,False,99.82,True,0.0,290543,"[(np.float64(0.0), 290543), (np.float64(0.2), 59), (np.float64(0.1428571428571428), 55)]",291057,0.0,99.82,0.2,0.02,"[('0.0', 99.82), ('0.2', 0.02), ('0.1428571428571428', 0.02)]",True,Appears uniformly dominated
399,PREV_CODE_REJECT_REASON_VERIF_MEAN,float64,291057,83,0.03,290974,99.97,False,99.13,True,0.0,288538,"[(np.float64(0.0), 288538), (np.float64(0.2), 219), (np.float64(0.1666666666666666), 202)]",291057,0.0,99.13,0.2,0.08,"[('0.0', 99.13), ('0.2', 0.08), ('0.1666666666666666', 0.07)]",True,Appears uniformly dominated
400,PREV_CODE_REJECT_REASON_XAP_MEAN,float64,291057,394,0.14,290663,99.86,False,62.03,False,1.0,180542,"[(np.float64(1.0), 180542), (np.float64(0.6666666666666666), 14114), (np.float64(0.5), 13547)]",291057,1.0,62.03,0.6666666666666666,4.85,"[('1.0', 62.03), ('0.6666666666666666', 4.85), ('0.5', 4.65)]",False,Most frequent dominates with 62.03%
401,PREV_CODE_REJECT_REASON_XNA_MEAN,float64,291057,104,0.04,290953,99.96,False,98.74,True,0.0,287401,"[(np.float64(0.0), 287401), (np.float64(0.2), 320), (np.float64(0.1666666666666666), 319)]",291057,0.0,98.74,0.2,0.11,"[('0.0', 98.74), ('0.2', 0.11), ('0.1666666666666666', 0.11)]",True,Appears uniformly dominated
402,PREV_CODE_REJECT_REASON_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
403,PREV_CREDIT_TO_ANNUITY_RATIO_MAX,float64,290639,132973,45.75,157666,54.25,False,18.54,False,20.0,53882,"[(np.float64(20.0), 53882), (np.float64(36.36363636363637), 1560), (np.float64(34.19972640218878), 1264)]",290639,20.0,18.54,36.36363636363637,0.54,"[('20.0', 18.54), ('36.36363636363637', 0.54), ('34.19972640218878', 0.43)]",False,Most frequent dominates with 18.54%
404,PREV_CREDIT_TO_ANNUITY_RATIO_MEAN,float64,290639,277142,95.36,13497,4.64,False,0.68,False,20.0,1988,"[(np.float64(20.0), 1988), (np.float64(9.090909090909092), 500), (np.float64(9.09090909090909), 315)]",290639,20.0,0.68,9.090909090909092,0.17,"[('20.0', 0.68), ('9.090909090909092', 0.17), ('9.09090909090909', 0.11)]",False,Most frequent dominates with 0.68%
405,PREV_DAYS_DECISION_MAX,float64,291057,2922,1.0,288135,99.0,False,0.3,False,-7.0,870,"[(np.float64(-7.0), 870), (np.float64(-3.0), 844), (np.float64(-4.0), 820)]",291057,-7.0,0.3,-3.0,0.29,"[('-7.0', 0.3), ('-3.0', 0.29), ('-4.0', 0.28)]",False,Most frequent dominates with 0.3%
406,PREV_DAYS_DECISION_MEAN,float64,291057,60029,20.62,231028,79.38,False,0.05,False,-308.0,148,"[(np.float64(-308.0), 148), (np.float64(-355.0), 146), (np.float64(-350.0), 145)]",291057,-308.0,0.05,-355.0,0.05,"[('-308.0', 0.05), ('-355.0', 0.05), ('-350.0', 0.05)]",False,Most frequent dominates with 0.05%
407,PREV_DAYS_DECISION_MIN,float64,291057,2921,1.0,288136,99.0,False,0.07,False,-476.0,197,"[(np.float64(-476.0), 197), (np.float64(-511.0), 182), (np.float64(-475.0), 179)]",291057,-476.0,0.07,-511.0,0.06,"[('-476.0', 0.07), ('-511.0', 0.06), ('-475.0', 0.06)]",False,Most frequent dominates with 0.07%
408,PREV_DOWN_PAYMENT_TO_CREDIT_MAX,float64,273605,118279,43.23,155326,56.77,False,28.13,False,0.0,76954,"[(np.float64(0.0), 76954), (np.float64(0.1111111111111111), 15927), (np.float64(0.25), 3979)]",273605,0.0,28.13,0.1111111111111111,5.82,"[('0.0', 28.13), ('0.1111111111111111', 5.82), ('0.25', 1.45)]",False,Most frequent dominates with 28.13%
409,PREV_DOWN_PAYMENT_TO_CREDIT_MEAN,float64,273605,165423,60.46,108182,39.54,False,28.13,False,0.0,76953,"[(np.float64(0.0), 76953), (np.float64(0.1111111111111111), 5803), (np.float64(0.0555555555555555), 2659)]",273605,0.0,28.13,0.1111111111111111,2.12,"[('0.0', 28.13), ('0.1111111111111111', 2.12), ('0.0555555555555555', 0.97)]",False,Most frequent dominates with 28.13%
410,PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,float64,291057,135,0.05,290922,99.95,False,98.27,True,0.0,286035,"[(np.float64(0.0), 286035), (np.float64(0.1666666666666666), 474), (np.float64(0.2), 466)]",291057,0.0,98.27,0.1666666666666666,0.16,"[('0.0', 98.27), ('0.1666666666666666', 0.16), ('0.2', 0.16)]",True,Appears uniformly dominated
411,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,float64,291057,135,0.05,290922,99.95,False,98.27,True,1.0,286035,"[(np.float64(1.0), 286035), (np.float64(0.8333333333333334), 474), (np.float64(0.8), 466)]",291057,1.0,98.27,0.8333333333333334,0.16,"[('1.0', 98.27), ('0.8333333333333334', 0.16), ('0.8', 0.16)]",True,Appears uniformly dominated
412,PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
413,PREV_GOODS_TO_CREDIT_RATIO_MAX,float64,290073,141283,48.71,148790,51.29,False,21.64,False,1.0,62777,"[(np.float64(1.0), 62777), (np.float64(1.1111111111111112), 16939), (np.float64(1.25), 4087)]",290073,1.0,21.64,1.1111111111111112,5.84,"[('1.0', 21.64), ('1.1111111111111112', 5.84), ('1.25', 1.41)]",False,Most frequent dominates with 21.64%
414,PREV_GOODS_TO_CREDIT_RATIO_MEAN,float64,290073,246133,84.85,43940,15.15,False,6.66,False,1.0,19333,"[(np.float64(1.0), 19333), (np.float64(1.1111111111111112), 3158), (np.float64(1.0555555555555556), 1019)]",290073,1.0,6.66,1.1111111111111112,1.09,"[('1.0', 6.66), ('1.1111111111111112', 1.09), ('1.0555555555555556', 0.35)]",False,Most frequent dominates with 6.66%
415,PREV_HOUR_APPR_PROCESS_START_MAX,float64,291057,24,0.01,291033,99.99,False,12.42,False,16.0,36137,"[(np.float64(16.0), 36137), (np.float64(17.0), 34673), (np.float64(15.0), 34048)]",291057,16.0,12.42,17.0,11.91,"[('16.0', 12.42), ('17.0', 11.91), ('15.0', 11.7)]",False,Most frequent dominates with 12.42%
416,PREV_HOUR_APPR_PROCESS_START_MEAN,float64,291057,2558,0.88,288499,99.12,False,5.13,False,13.0,14943,"[(np.float64(13.0), 14943), (np.float64(12.0), 14654), (np.float64(14.0), 14011)]",291057,13.0,5.13,12.0,5.03,"[('13.0', 5.13), ('12.0', 5.03), ('14.0', 4.81)]",False,Most frequent dominates with 5.13%
417,PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_MEAN,float64,291057,98,0.03,290959,99.97,False,99.45,True,0.0,289453,"[(np.float64(0.0), 289453), (np.float64(0.2), 129), (np.float64(0.1666666666666666), 122)]",291057,0.0,99.45,0.2,0.04,"[('0.0', 99.45), ('0.2', 0.04), ('0.1666666666666666', 0.04)]",True,Appears uniformly dominated
418,PREV_NAME_CASH_LOAN_PURPOSE_Business development_MEAN,float64,291057,48,0.02,291009,99.98,False,99.9,True,0.0,290772,"[(np.float64(0.0), 290772), (np.float64(0.2), 28), (np.float64(0.25), 20)]",291057,0.0,99.9,0.2,0.01,"[('0.0', 99.9), ('0.2', 0.01), ('0.25', 0.01)]",True,Appears uniformly dominated
419,PREV_NAME_CASH_LOAN_PURPOSE_Buying a garage_MEAN,float64,291057,34,0.01,291023,99.99,False,99.97,True,0.0,290972,"[(np.float64(0.0), 290972), (np.float64(0.0833333333333333), 8), (np.float64(0.1666666666666666), 7)]",291057,0.0,99.97,0.0833333333333333,0.0,"[('0.0', 99.97), ('0.0833333333333333', 0.0), ('0.1666666666666666', 0.0)]",True,Appears uniformly dominated
420,PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_MEAN,float64,291057,52,0.02,291005,99.98,False,99.89,True,0.0,290737,"[(np.float64(0.0), 290737), (np.float64(0.25), 33), (np.float64(0.2), 26)]",291057,0.0,99.89,0.25,0.01,"[('0.0', 99.89), ('0.25', 0.01), ('0.2', 0.01)]",True,Appears uniformly dominated
421,PREV_NAME_CASH_LOAN_PURPOSE_Buying a home_MEAN,float64,291057,62,0.02,290995,99.98,False,99.83,True,0.0,290568,"[(np.float64(0.0), 290568), (np.float64(0.5), 46), (np.float64(0.3333333333333333), 37)]",291057,0.0,99.83,0.5,0.02,"[('0.0', 99.83), ('0.5', 0.02), ('0.3333333333333333', 0.01)]",True,Appears uniformly dominated
422,PREV_NAME_CASH_LOAN_PURPOSE_Buying a new car_MEAN,float64,291057,71,0.02,290986,99.98,False,99.8,True,0.0,290488,"[(np.float64(0.0), 290488), (np.float64(0.125), 43), (np.float64(0.3333333333333333), 42)]",291057,0.0,99.8,0.125,0.01,"[('0.0', 99.8), ('0.125', 0.01), ('0.3333333333333333', 0.01)]",True,Appears uniformly dominated
423,PREV_NAME_CASH_LOAN_PURPOSE_Buying a used car_MEAN,float64,291057,100,0.03,290957,99.97,False,99.41,True,0.0,289328,"[(np.float64(0.0), 289328), (np.float64(0.25), 140), (np.float64(0.2), 136)]",291057,0.0,99.41,0.25,0.05,"[('0.0', 99.41), ('0.25', 0.05), ('0.2', 0.05)]",True,Appears uniformly dominated
424,PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,float64,291057,53,0.02,291004,99.98,False,99.8,True,0.0,290476,"[(np.float64(0.0), 290476), (np.float64(0.25), 53), (np.float64(0.1666666666666666), 52)]",291057,0.0,99.8,0.25,0.02,"[('0.0', 99.8), ('0.25', 0.02), ('0.1666666666666666', 0.02)]",True,Appears uniformly dominated
425,PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,float64,291057,67,0.02,290990,99.98,False,99.64,True,0.0,290011,"[(np.float64(0.0), 290011), (np.float64(0.2), 86), (np.float64(0.3333333333333333), 79)]",291057,0.0,99.64,0.2,0.03,"[('0.0', 99.64), ('0.2', 0.03), ('0.3333333333333333', 0.03)]",True,Appears uniformly dominated
426,PREV_NAME_CASH_LOAN_PURPOSE_Everyday expenses_MEAN,float64,291057,74,0.03,290983,99.97,False,99.39,True,0.0,289282,"[(np.float64(0.0), 289282), (np.float64(0.2), 178), (np.float64(0.1428571428571428), 138)]",291057,0.0,99.39,0.2,0.06,"[('0.0', 99.39), ('0.2', 0.06), ('0.1428571428571428', 0.05)]",True,Appears uniformly dominated
427,PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,float64,291057,56,0.02,291001,99.98,False,99.81,True,0.0,290502,"[(np.float64(0.0), 290502), (np.float64(0.3333333333333333), 54), (np.float64(0.5), 48)]",291057,0.0,99.81,0.3333333333333333,0.02,"[('0.0', 99.81), ('0.3333333333333333', 0.02), ('0.5', 0.02)]",True,Appears uniformly dominated
428,PREV_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_MEAN,float64,291057,42,0.01,291015,99.99,False,99.93,True,0.0,290861,"[(np.float64(0.0), 290861), (np.float64(0.5), 18), (np.float64(0.125), 18)]",291057,0.0,99.93,0.5,0.01,"[('0.0', 99.93), ('0.5', 0.01), ('0.125', 0.01)]",True,Appears uniformly dominated
429,PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,float64,291057,20,0.01,291037,99.99,False,99.99,True,0.0,291015,"[(np.float64(0.0), 291015), (np.float64(0.1111111111111111), 6), (np.float64(0.1666666666666666), 5)]",291057,0.0,99.99,0.1111111111111111,0.0,"[('0.0', 99.99), ('0.1111111111111111', 0.0), ('0.1666666666666666', 0.0)]",True,Appears uniformly dominated
430,PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,float64,291057,72,0.02,290985,99.98,False,99.72,True,0.0,290232,"[(np.float64(0.0), 290232), (np.float64(0.2), 72), (np.float64(0.25), 66)]",291057,0.0,99.72,0.2,0.02,"[('0.0', 99.72), ('0.2', 0.02), ('0.25', 0.02)]",True,Appears uniformly dominated
431,PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,float64,291057,82,0.03,290975,99.97,False,99.5,True,0.0,289601,"[(np.float64(0.0), 289601), (np.float64(0.25), 121), (np.float64(0.2), 109)]",291057,0.0,99.5,0.25,0.04,"[('0.0', 99.5), ('0.25', 0.04), ('0.2', 0.04)]",True,Appears uniformly dominated
432,PREV_NAME_CASH_LOAN_PURPOSE_Money for a third person_MEAN,float64,291057,15,0.01,291042,99.99,False,99.99,True,0.0,291034,"[(np.float64(0.0), 291034), (np.float64(0.1428571428571428), 4), (np.float64(0.0714285714285714), 3)]",291057,0.0,99.99,0.1428571428571428,0.0,"[('0.0', 99.99), ('0.1428571428571428', 0.0), ('0.0714285714285714', 0.0)]",True,Appears uniformly dominated
433,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,float64,291057,163,0.06,290894,99.94,False,96.6,True,0.0,281149,"[(np.float64(0.0), 281149), (np.float64(0.2), 835), (np.float64(0.25), 739)]",291057,0.0,96.6,0.2,0.29,"[('0.0', 96.6), ('0.2', 0.29), ('0.25', 0.25)]",False,Most frequent dominates with 96.6%
434,PREV_NAME_CASH_LOAN_PURPOSE_Payments on other loans_MEAN,float64,291057,85,0.03,290972,99.97,False,99.59,True,0.0,289853,"[(np.float64(0.0), 289853), (np.float64(0.1428571428571428), 85), (np.float64(0.1), 79)]",291057,0.0,99.59,0.1428571428571428,0.03,"[('0.0', 99.59), ('0.1428571428571428', 0.03), ('0.1', 0.03)]",True,Appears uniformly dominated
435,PREV_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_MEAN,float64,291057,57,0.02,291000,99.98,False,99.72,True,0.0,290249,"[(np.float64(0.0), 290249), (np.float64(0.2), 70), (np.float64(0.3333333333333333), 70)]",291057,0.0,99.72,0.2,0.02,"[('0.0', 99.72), ('0.2', 0.02), ('0.3333333333333333', 0.02)]",True,Appears uniformly dominated
436,PREV_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_MEAN,float64,291057,7,0.0,291050,100.0,False,100.0,True,0.0,291046,"[(np.float64(0.0), 291046), (np.float64(0.2), 4), (np.float64(0.0909090909090909), 3)]",291057,0.0,100.0,0.2,0.0,"[('0.0', 100.0), ('0.2', 0.0), ('0.0909090909090909', 0.0)]",True,Appears uniformly dominated
437,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,float64,291057,185,0.06,290872,99.94,False,95.24,True,0.0,277205,"[(np.float64(0.0), 277205), (np.float64(0.2), 1126), (np.float64(0.25), 1104)]",291057,0.0,95.24,0.2,0.39,"[('0.0', 95.24), ('0.2', 0.39), ('0.25', 0.38)]",False,Most frequent dominates with 95.24%
438,PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,float64,291057,126,0.04,290931,99.96,False,98.08,True,0.0,285462,"[(np.float64(0.0), 285462), (np.float64(0.2), 462), (np.float64(0.3333333333333333), 442)]",291057,0.0,98.08,0.2,0.16,"[('0.0', 98.08), ('0.2', 0.16), ('0.3333333333333333', 0.15)]",True,Appears uniformly dominated
439,PREV_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_MEAN,float64,291057,57,0.02,291000,99.98,False,99.78,True,0.0,290410,"[(np.float64(0.0), 290410), (np.float64(0.2), 61), (np.float64(0.1666666666666666), 49)]",291057,0.0,99.78,0.2,0.02,"[('0.0', 99.78), ('0.2', 0.02), ('0.1666666666666666', 0.02)]",True,Appears uniformly dominated
440,PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,float64,291057,407,0.14,290650,99.86,False,41.12,False,1.0,119675,"[(np.float64(1.0), 119675), (np.float64(0.5), 29665), (np.float64(0.6666666666666666), 17842)]",291057,1.0,41.12,0.5,10.19,"[('1.0', 41.12), ('0.5', 10.19), ('0.6666666666666666', 6.13)]",False,Most frequent dominates with 41.12%
441,PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,float64,291057,414,0.14,290643,99.86,False,43.52,False,0.0,126662,"[(np.float64(0.0), 126662), (np.float64(0.5), 29204), (np.float64(0.3333333333333333), 18506)]",291057,0.0,43.52,0.5,10.03,"[('0.0', 43.52), ('0.5', 10.03), ('0.3333333333333333', 6.36)]",False,Most frequent dominates with 43.52%
442,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
443,PREV_NAME_CLIENT_TYPE_New_MEAN,float64,291057,161,0.06,290896,99.94,False,18.54,False,0.0,53953,"[(np.float64(0.0), 53953), (np.float64(1.0), 51938), (np.float64(0.5), 36254)]",291057,0.0,18.54,1.0,17.84,"[('0.0', 18.54), ('1.0', 17.84), ('0.5', 12.46)]",False,Most frequent dominates with 18.54%
444,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,float64,291057,168,0.06,290889,99.94,False,73.65,False,0.0,214352,"[(np.float64(0.0), 214352), (np.float64(0.5), 14262), (np.float64(0.3333333333333333), 10724)]",291057,0.0,73.65,0.5,4.9,"[('0.0', 73.65), ('0.5', 4.9), ('0.3333333333333333', 3.68)]",False,Most frequent dominates with 73.65%
445,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,float64,291057,219,0.08,290838,99.92,False,24.2,False,0.0,70447,"[(np.float64(0.0), 70447), (np.float64(0.5), 37664), (np.float64(0.6666666666666666), 28987)]",291057,0.0,24.2,0.5,12.94,"[('0.0', 24.2), ('0.5', 12.94), ('0.6666666666666666', 9.96)]",False,Most frequent dominates with 24.2%
446,PREV_NAME_CLIENT_TYPE_XNA_MEAN,float64,291057,77,0.03,290980,99.97,False,99.63,True,0.0,289968,"[(np.float64(0.0), 289968), (np.float64(0.3333333333333333), 126), (np.float64(0.5), 115)]",291057,0.0,99.63,0.3333333333333333,0.04,"[('0.0', 99.63), ('0.3333333333333333', 0.04), ('0.5', 0.04)]",True,Appears uniformly dominated
447,PREV_NAME_CLIENT_TYPE_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
448,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,float64,291057,362,0.12,290695,99.88,False,43.4,False,1.0,126328,"[(np.float64(1.0), 126328), (np.float64(0.5), 30719), (np.float64(0.6666666666666666), 22736)]",291057,1.0,43.4,0.5,10.55,"[('1.0', 43.4), ('0.5', 10.55), ('0.6666666666666666', 7.81)]",False,Most frequent dominates with 43.4%
449,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,float64,291057,362,0.12,290695,99.88,False,61.96,False,0.0,180331,"[(np.float64(0.0), 180331), (np.float64(0.3333333333333333), 16138), (np.float64(0.5), 14860)]",291057,0.0,61.96,0.3333333333333333,5.54,"[('0.0', 61.96), ('0.3333333333333333', 5.54), ('0.5', 5.11)]",False,Most frequent dominates with 61.96%
450,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,float64,291057,397,0.14,290660,99.86,False,65.54,False,0.0,190763,"[(np.float64(0.0), 190763), (np.float64(0.3333333333333333), 12062), (np.float64(0.5), 11007)]",291057,0.0,65.54,0.3333333333333333,4.14,"[('0.0', 65.54), ('0.3333333333333333', 4.14), ('0.5', 3.78)]",False,Most frequent dominates with 65.54%
451,PREV_NAME_CONTRACT_STATUS_Unused offer_MEAN,float64,291057,118,0.04,290939,99.96,False,93.46,False,0.0,272024,"[(np.float64(0.0), 272024), (np.float64(0.3333333333333333), 2402), (np.float64(0.25), 2304)]",291057,0.0,93.46,0.3333333333333333,0.83,"[('0.0', 93.46), ('0.3333333333333333', 0.83), ('0.25', 0.79)]",False,Most frequent dominates with 93.46%
452,PREV_NAME_CONTRACT_STATUS_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
453,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,float64,291057,407,0.14,290650,99.86,False,41.12,False,0.0,119675,"[(np.float64(0.0), 119675), (np.float64(0.5), 29665), (np.float64(0.3333333333333333), 17842)]",291057,0.0,41.12,0.5,10.19,"[('0.0', 41.12), ('0.5', 10.19), ('0.3333333333333333', 6.13)]",False,Most frequent dominates with 41.12%
454,PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,float64,291057,377,0.13,290680,99.87,False,32.86,False,1.0,95654,"[(np.float64(1.0), 95654), (np.float64(0.5), 33010), (np.float64(0.0), 22034)]",291057,1.0,32.86,0.5,11.34,"[('1.0', 32.86), ('0.5', 11.34), ('0.0', 7.57)]",False,Most frequent dominates with 32.86%
455,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,float64,291057,278,0.1,290779,99.9,False,64.25,False,0.0,186998,"[(np.float64(0.0), 186998), (np.float64(0.3333333333333333), 13135), (np.float64(0.25), 12188)]",291057,0.0,64.25,0.3333333333333333,4.51,"[('0.0', 64.25), ('0.3333333333333333', 4.51), ('0.25', 4.19)]",False,Most frequent dominates with 64.25%
456,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,float64,291057,40,0.01,291017,99.99,False,99.9,True,0.0,290773,"[(np.float64(0.0), 290773), (np.float64(0.3333333333333333), 29), (np.float64(0.1666666666666666), 25)]",291057,0.0,99.9,0.3333333333333333,0.01,"[('0.0', 99.9), ('0.3333333333333333', 0.01), ('0.1666666666666666', 0.01)]",True,Appears uniformly dominated
457,PREV_NAME_CONTRACT_TYPE_nan_MEAN,float64,291057,1,0.0,291056,100.0,True,100.0,True,0.0,291057,"[(np.float64(0.0), 291057)]",291057,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
458,PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,float64,291057,21,0.01,291036,99.99,False,99.97,True,0.0,290957,"[(np.float64(0.0), 290957), (np.float64(0.25), 17), (np.float64(0.2), 14)]",291057,0.0,99.97,0.25,0.01,"[('0.0', 99.97), ('0.25', 0.01), ('0.2', 0.0)]",True,Appears uniformly dominated
459,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,float64,291057,2,0.0,291055,100.0,False,100.0,True,0.0,291056,"[(np.float64(0.0), 291056), (np.float64(0.3333333333333333), 1)]",291057,0.0,100.0,0.3333333333333333,0.0,"[('0.0', 100.0), ('0.3333333333333333', 0.0)]",True,Appears uniformly dominated
460,PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,float64,291057,182,0.06,290875,99.94,False,76.51,False,0.0,222680,"[(np.float64(0.0), 222680), (np.float64(0.5), 9093), (np.float64(0.3333333333333333), 8991)]",291057,0.0,76.51,0.5,3.12,"[('0.0', 76.51), ('0.5', 3.12), ('0.3333333333333333', 3.09)]",False,Most frequent dominates with 76.51%
461,PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,float64,291057,84,0.03,290973,99.97,False,98.17,True,0.0,285728,"[(np.float64(0.0), 285728), (np.float64(0.5), 687), (np.float64(0.3333333333333333), 630)]",291057,0.0,98.17,0.5,0.24,"[('0.0', 98.17), ('0.5', 0.24), ('0.3333333333333333', 0.22)]",True,Appears uniformly dominated
