,column,count,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,skewness_x,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio,unique_count,skewness_y,outlier_percentage
174,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,86905,220606,0.0,13.0,13.0,-19.5,32.5,0,6470,6470,7.44,2080,2.39,-36.01,55.02,0,1755,1755,2.02,3.0,15485,17.82,0.0,69.0,846,0.97,3.14,19.58,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-19.5,32.5,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.4098,163,3.1447,7.44
175,CC_CNT_DRAWINGS_CURRENT_MAX,86905,220606,0.0,8.0,8.0,-12.0,20.0,0,7280,7280,8.38,3101,3.57,-24.91,38.52,0,2036,2036,2.34,3.0,8467,9.74,0.0,51.0,833,0.96,3.35,17.28,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-12.0,20.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.3191,119,3.3521,8.38
176,CC_CNT_DRAWINGS_CURRENT_MEAN,86905,220606,0.0,1.32,1.32,-1.99,3.31,0,11343,11343,13.05,7051,8.11,-9.54,12.62,0,1859,1859,2.14,0.22,21500,24.74,0.0,17.67,866,1.0,5.99,65.08,right_skewed,True,True,True,True,severe,consider_log_transform,-1.99,3.31,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3191,6584,5.9898,13.05
177,CC_CNT_DRAWINGS_CURRENT_SUM,86905,220606,0.0,30.0,30.0,-45.0,75.0,0,7572,7572,8.71,3568,4.11,-130.31,182.4,0,1567,1567,1.8,9.0,11469,13.2,0.0,238.0,865,1.0,7.22,122.78,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-45.0,75.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.3191,548,7.2164,8.71
178,CC_CNT_DRAWINGS_POS_CURRENT_MAX,61140,246371,0.0,8.0,8.0,-12.0,20.0,0,5978,5978,9.78,2673,4.37,-28.67,41.48,0,1455,1455,2.38,1.0,17052,27.89,0.0,54.0,609,1.0,3.19,14.75,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-12.0,20.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.4407,123,3.1902,9.78
179,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,61140,246371,0.0,1.43,1.43,-2.14,3.57,0,9000,9000,14.72,5761,9.42,-11.07,14.57,0,1347,1347,2.2,0.05,23927,39.13,0.0,20.28,612,1.0,5.35,50.26,right_skewed,True,True,True,True,severe,consider_log_transform,-2.14,3.57,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.4407,5024,5.348,14.72
180,CC_CNT_DRAWINGS_POS_CURRENT_SUM,86905,220606,0.0,9.0,9.0,-13.5,22.5,0,15072,15072,17.34,11166,12.85,-130.53,163.3,0,1660,1660,1.91,33.03,1503,1.73,0.0,224.0,864,0.99,8.46,156.8,right_skewed,True,True,True,True,severe,consider_log_transform,-13.5,22.5,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6065,532,8.4642,17.34
181,CC_CNT_INSTALMENT_MATURE_CUM_MAX,86905,220606,0.0,23.0,23.0,-34.5,57.5,0,6271,6271,7.22,755,0.87,-48.67,81.24,0,1868,1868,2.15,8.0,8346,9.6,0.0,91.0,845,0.97,1.76,2.67,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-34.5,57.5,right_skewed,log1p,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.3152,120,1.757,7.22
182,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,86905,220606,0.0,15.37,15.37,-23.05,38.42,0,5629,5629,6.48,56,0.06,-30.42,50.82,0,732,732,0.84,3.89,14629,16.83,0.0,50.11,868,1.0,1.46,1.13,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-23.05,38.42,right_skewed,log1p,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3152,13923,1.459,6.48
183,CC_DRAWING_LIMIT_RATIO_MAX,86036,221475,0.0,0.92,0.92,-1.38,2.29,0,99,99,0.12,34,0.04,-0.83,1.8,0,321,321,0.37,0.5,50,0.06,0.0,1.33,861,1.0,1.28,17.6,right_skewed,True,True,True,True,low,investigate_individually,-1.38,2.29,heavy_tailed,log1p_or_quantile_transform,True,False,False,True,False,False,False,True,0.7,bin,high_skew,0.3165,24356,1.2754,0.12
184,CC_DRAWING_LIMIT_RATIO_MEAN,86036,221475,0.0,0.09,0.09,-0.13,0.22,0,4680,4680,5.44,1550,1.8,-0.23,0.36,0,1507,1507,1.75,0.03,6350,7.38,0.0,0.46,861,1.0,4.51,50.3,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.13,0.22,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.3165,48938,4.5126,5.44
185,CC_MONTHS_BALANCE_MAX,86905,220606,-2.0,-1.0,1.0,-3.5,0.5,1588,0,1588,1.83,0,0.0,-3.58,0.58,1588,0,1588,1.83,0.47,1588,1.83,-4.0,-1.0,1,0.0,-1.37,1.69,left_skewed,True,True,True,True,moderate,winsorize_lower_or_clip,-3.5,0.5,left_skewed,yeo_johnson_or_square_transform,True,False,False,True,True,True,False,False,0.3,drop_or_encode,near_constant,0.0,5,1.375,1.83
186,CC_MONTHS_BALANCE_MIN,86905,220606,-76.0,-10.0,66.0,-175.0,89.0,0,0,0,0.0,0,0.0,-138.39,63.22,0,0,0,0.0,14.0,10178,11.71,-96.0,-2.0,380,0.44,-0.77,-1.07,light_tailed,False,True,False,False,none,none_needed,-175.0,89.0,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0,96,0.7672,0.0
187,CC_MONTHS_BALANCE_SIZE,86905,220606,10.0,75.0,65.0,-87.5,172.5,0,2,2,0.0,0,0.0,-63.95,138.24,0,2,2,0.0,15.0,210,0.24,2.0,96.0,879,1.01,0.77,-1.05,light_tailed,False,True,False,True,low,investigate_individually,-87.5,172.5,approximately_normal,none_or_standard_scaler,True,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0,128,0.7733,0.0
188,CC_NAME_CONTRACT_STATUS_Active_MEAN,86905,220606,1.0,1.0,0.0,1.0,1.0,14687,0,14687,16.9,14687,16.9,0.65,1.29,2020,0,2020,2.32,0.07,1847,2.13,0.44,1.0,859,0.99,-4.42,23.38,left_skewed,True,True,True,True,severe,consider_log_transform,1.0,1.0,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,True,False,False,True,0.5,treat_as_categorical,"high_skew, discrete",0.0008,1004,4.4189,0.0
189,CC_NAME_CONTRACT_STATUS_Approved_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,5,5,0.01,5,0.01,-0.0,0.0,0,5,5,0.01,0.0,5,0.01,0.0,0.0,5,0.01,132.26,17528.99,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,0.9999,6,132.2578,0.0
190,CC_NAME_CONTRACT_STATUS_Completed_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,10608,10608,12.21,10608,12.21,-0.27,0.33,0,2172,2172,2.5,0.07,1827,2.1,0.0,0.52,870,1.0,4.53,24.26,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.8779,925,4.5342,0.0
191,CC_NAME_CONTRACT_STATUS_Demand_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,15,15,0.02,15,0.02,-0.03,0.03,0,15,15,0.02,0.01,14,0.02,0.0,0.0,15,0.02,86.66,7747.54,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9998,16,86.6612,0.0
192,CC_NAME_CONTRACT_STATUS_Refused_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,14,14,0.02,14,0.02,-0.0,0.0,0,14,14,0.02,0.0,14,0.02,0.0,0.0,14,0.02,79.36,6328.22,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9998,14,79.3643,0.0
193,CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,460,460,0.53,460,0.53,-0.0,0.0,0,460,460,0.53,0.0,460,0.53,0.0,0.0,460,0.53,14.03,201.35,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9947,34,14.0324,0.0
194,CC_NAME_CONTRACT_STATUS_Signed_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,4291,4291,4.94,4291,4.94,-0.09,0.1,0,938,938,1.08,0.02,683,0.79,0.0,0.1,811,0.93,18.68,463.45,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9506,252,18.6822,0.0
195,CC_NAME_CONTRACT_STATUS_nan_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
196,CC_PAYMENT_MIN_RATIO_MAX,59269,248242,4.07,21.83,17.76,-22.58,48.48,0,7224,7224,12.19,5106,8.61,-40557.29,40932.38,0,19,19,0.03,10.72,5233,8.83,1.0,995.78,1101,1.86,189.45,39731.68,right_skewed,True,True,True,True,severe,consider_log_transform,-22.58,48.48,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.002,47187,189.4533,12.19
197,CC_PAYMENT_MIN_RATIO_MEAN,59269,248242,1.41,4.96,3.55,-3.92,10.29,0,6962,6962,11.75,4377,7.38,-6122.34,6162.45,0,11,11,0.02,1.19,8413,14.19,0.76,98.43,1185,2.0,240.05,58141.63,right_skewed,True,True,True,True,severe,consider_log_transform,-3.92,10.29,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.002,58279,240.0565,11.75
198,CC_PAYMENT_TOTAL_RATIO_MAX,59775,247736,0.11,5.93,5.82,-8.63,14.67,1,12245,12246,20.49,10933,18.29,-43533.21,44029.42,0,33,33,0.06,0.55,17040,28.51,0.0,1349.56,624,1.04,142.24,22176.89,right_skewed,True,True,True,True,severe,consider_log_transform,-8.63,14.67,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0317,56912,142.2423,20.49
199,CC_PAYMENT_TOTAL_RATIO_MEAN,59775,247736,0.05,0.59,0.54,-0.76,1.4,2015,11159,13174,22.04,11233,18.79,-5669.31,5710.66,6,23,29,0.05,0.08,17938,30.01,-16.37,107.19,1196,2.0,176.39,37277.6,right_skewed,True,True,True,True,severe,consider_log_transform,-0.76,1.4,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0316,57349,176.391,22.04
200,CC_RECEIVABLE_LIMIT_RATIO_MAX,86036,221475,0.0,1.04,1.04,-1.55,2.59,0,14,14,0.02,2,0.0,-0.81,2.06,0,28,28,0.03,0.14,30130,35.02,0.0,1.14,861,1.0,-0.25,1.21,moderate_deviation,True,False,True,True,low,investigate_individually,-1.55,2.59,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.4,keep_continuous,no_strong_signal,0.311,55701,0.2532,0.02
201,CC_RECEIVABLE_LIMIT_RATIO_MEAN,86036,221475,0.0,0.59,0.59,-0.88,1.47,0,4,4,0.0,0,0.0,-0.64,1.29,0,5,5,0.01,0.25,4,0.0,0.0,1.0,932,1.08,0.56,-1.03,light_tailed,False,True,False,True,low,investigate_individually,-0.88,1.47,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.7,keep_continuous,no_strong_signal,0.3105,58877,0.5559,0.0
202,CC_SK_DPD_DEF_MAX,86905,220606,0.0,0.0,0.0,0.0,0.0,0,14842,14842,17.08,14842,17.08,-70.66,72.22,0,25,25,0.03,16.06,23,0.03,0.0,8.0,774,0.89,98.42,10193.43,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8292,52,98.4203,0.0
203,CC_SK_DPD_DEF_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,14842,14842,17.08,14842,17.08,-29.98,30.23,0,13,13,0.01,6.77,13,0.01,0.0,0.58,862,0.99,111.87,13040.98,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.8292,1548,111.8747,0.0
204,CC_SK_DPD_DEF_SUM,86905,220606,0.0,0.0,0.0,0.0,0.0,0,14842,14842,17.08,14842,17.08,-2752.43,2773.65,0,12,12,0.01,621.22,12,0.01,0.0,27.0,866,1.0,111.69,12965.87,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8292,217,111.6882,0.0
205,CC_SK_DPD_MAX,86905,220606,0.0,0.0,0.0,0.0,0.0,0,17882,17882,20.58,17882,20.58,-413.75,447.65,0,1008,1008,1.16,96.84,963,1.11,0.0,669.0,869,1.0,10.51,118.87,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.7942,409,10.5142,0.0
206,CC_SK_DPD_MEAN,86905,220606,0.0,0.0,0.0,0.0,0.0,0,17882,17882,20.58,17882,20.58,-129.6,138.02,0,798,798,0.92,30.08,763,0.88,0.0,100.72,870,1.0,13.85,233.47,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.7942,3606,13.854,0.0
207,CC_SK_DPD_SUM,86905,220606,0.0,0.0,0.0,0.0,0.0,0,17882,17882,20.58,17882,20.58,-11209.79,11915.13,0,770,770,0.89,2599.63,733,0.84,0.0,7700.88,870,1.0,14.46,263.43,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,0.7,treat_as_categorical,"high_skew, zero_inflated, discrete",0.7942,1464,14.4631,0.0
208,CC_SK_ID_PREV_NUNIQUE,86905,220606,1.0,1.0,0.0,1.0,1.0,0,542,542,0.62,542,0.62,0.77,1.25,0,542,542,0.62,0.05,542,0.62,1.0,1.0,542,0.62,13.02,180.67,right_skewed,True,True,True,True,low,investigate_individually,1.0,1.0,heavy_tailed,log1p_or_quantile_transform,True,False,False,True,True,True,False,False,0.3,drop_or_encode,near_constant,0.0,4,13.0236,0.0
209,CNT_CHILDREN,307511,0,0.0,1.0,1.0,-1.5,2.5,0,4272,4272,1.39,126,0.04,-1.75,2.58,0,4272,4272,1.39,0.49,4272,1.39,0.0,3.0,555,0.18,1.97,7.9,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-1.5,2.5,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.7004,15,1.9746,1.39
210,CNT_FAM_MEMBERS,307509,2,2.0,3.0,1.0,0.5,4.5,0,4007,4007,1.3,121,0.04,-0.58,4.88,0,4007,4007,1.3,0.61,529,0.17,1.0,5.0,529,0.17,0.99,2.8,moderate_deviation,True,True,True,True,moderate,winsorize_upper_or_clip,0.5,4.5,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0,17,0.9875,1.3
211,COMMONAREA_AVG,92646,214865,0.01,0.05,0.04,-0.06,0.12,0,7942,7942,8.57,3696,3.99,-0.18,0.27,0,1705,1705,1.84,0.02,8580,9.26,0.0,0.38,927,1.0,5.46,45.99,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.06,0.12,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0911,3181,5.4573,8.57
212,COMMONAREA_MEDI,92646,214865,0.01,0.05,0.04,-0.06,0.12,0,8004,8004,8.64,3780,4.08,-0.18,0.27,0,1723,1723,1.86,0.02,8662,9.35,0.0,0.38,927,1.0,5.42,45.26,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.06,0.12,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0938,3202,5.4192,8.64
213,COMMONAREA_MODE,92646,214865,0.01,0.05,0.04,-0.06,0.11,0,7938,7938,8.57,3763,4.06,-0.18,0.27,0,1693,1693,1.83,0.02,8790,9.49,0.0,0.37,927,1.0,5.62,48.86,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.06,0.11,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.1046,3128,5.6206,8.57
214,DAYS_BIRTH,307511,0,-19682.0,-12413.0,7269.0,-30585.5,-1509.5,0,0,0,0.0,0,0.0,-29128.96,-2945.03,0,0,0,0.0,3630.0,0,0.0,-24419.0,-8263.0,6149,2.0,-0.12,-1.05,light_tailed,False,False,False,False,none,none_needed,-30585.5,-1509.5,approximately_normal,none_or_standard_scaler,True,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.0,17460,0.1157,0.0
215,DAYS_EMPLOYED,252137,55374,-3175.0,-767.0,2408.0,-6787.0,2845.0,15149,0,15149,6.01,3832,1.52,-9399.25,4630.91,5644,0,5644,2.24,1066.0,13162,5.22,-11338.28,-111.0,5033,2.0,-1.97,4.75,left_skewed,True,True,True,True,high,robust_scaling_or_transform,-6787.0,2845.0,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0,12573,1.9683,6.01
216,DAYS_EMPLOYED_ANOM,307511,0,0.0,0.0,0.0,0.0,0.0,0,55374,55374,18.01,55374,18.01,-0.97,1.33,0,0,0,0.0,0.26,0,0.0,0.0,1.0,0,0.0,1.67,0.77,right_skewed,False,True,True,True,severe,review_data_source,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,0.8199,2,1.6652,0.0
217,DAYS_ID_PUBLISH,307511,0,-4299.0,-1720.0,2579.0,-8167.5,2148.5,0,0,0,0.0,0,0.0,-7522.55,1534.15,0,0,0,0.0,1186.0,0,0.0,-5447.0,-61.0,6128,1.99,0.35,-1.11,light_tailed,False,False,False,False,none,none_needed,-8167.5,2148.5,approximately_normal,none_or_standard_scaler,True,False,False,True,True,False,False,True,0.2,treat_as_categorical,discrete,0.0001,6168,0.3493,0.0
218,DAYS_LAST_PHONE_CHANGE,307510,1,-1570.0,-274.0,1296.0,-3514.0,1670.0,435,0,435,0.14,0,0.0,-3443.28,1517.57,640,0,640,0.21,627.0,30,0.01,-3149.0,0.0,3067,1.0,-0.71,-0.31,moderate_deviation,False,True,False,True,low,investigate_individually,-3514.0,1670.0,approximately_normal,none_or_standard_scaler,True,False,False,True,True,False,False,True,0.5,treat_as_categorical,discrete,0.1225,3773,0.7136,0.14
219,DAYS_REGISTRATION,307511,0,-7479.5,-2010.0,5469.5,-15683.75,6194.25,659,0,659,0.21,1,0.0,-15554.78,5582.54,749,0,749,0.24,2699.0,67,0.02,-13879.0,-50.0,6126,1.99,-0.59,-0.32,moderate_deviation,False,True,False,True,low,investigate_individually,-15683.75,6194.25,approximately_normal,none_or_standard_scaler,True,False,False,True,False,False,False,False,0.5,keep_continuous,no_strong_signal,0.0003,15688,0.5909,0.21
220,DEF_30_CNT_SOCIAL_CIRCLE,306490,1021,0.0,0.0,0.0,0.0,0.0,0,35166,35166,11.47,35166,11.47,-1.2,1.48,0,6838,6838,2.23,0.3,6838,2.23,0.0,2.0,1515,0.49,5.18,126.31,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.8853,10,5.1835,0.0
221,DEF_60_CNT_SOCIAL_CIRCLE,306490,1021,0.0,0.0,0.0,0.0,0.0,0,25769,25769,8.41,25769,8.41,-0.99,1.19,0,3928,3928,1.28,0.24,3928,1.28,0.0,2.0,758,0.25,5.28,86.56,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,0.9159,9,5.2779,0.0
222,ELEVATORS_AVG,143620,163891,0.0,0.12,0.12,-0.18,0.3,0,10420,10420,7.26,2440,1.7,-0.32,0.48,0,2440,2440,1.7,0.09,3509,2.44,0.0,0.6,1357,0.94,2.44,7.87,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.18,0.3,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5968,257,2.4394,7.26
223,ELEVATORS_MEDI,143620,163891,0.0,0.12,0.12,-0.18,0.3,0,10383,10383,7.23,2429,1.69,-0.33,0.48,0,2429,2429,1.69,0.09,3525,2.45,0.0,0.6,1366,0.95,2.46,7.96,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.18,0.3,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6059,46,2.4578,7.23
224,ELEVATORS_MODE,143620,163891,0.0,0.12,0.12,-0.18,0.3,0,9732,9732,6.78,3355,2.34,-0.32,0.47,0,3355,3355,2.34,0.09,3355,2.34,0.0,0.6,1291,0.9,2.55,8.6,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.18,0.3,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6232,26,2.5523,6.78
225,ENTRANCES_AVG,152683,154828,0.07,0.21,0.14,-0.14,0.41,0,3882,3882,2.54,863,0.57,-0.15,0.45,0,2214,2214,1.45,0.07,1706,1.12,0.03,0.52,1744,1.14,2.4,11.59,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.14,0.41,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0021,285,2.3997,2.54
226,ENTRANCES_MEDI,152683,154828,0.07,0.21,0.14,-0.14,0.41,0,3893,3893,2.55,863,0.57,-0.15,0.45,0,2226,2226,1.46,0.07,1711,1.12,0.03,0.52,1742,1.14,2.39,11.47,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.14,0.41,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0022,46,2.3877,2.55
227,ENTRANCES_MODE,152683,154828,0.07,0.21,0.14,-0.14,0.41,0,3840,3840,2.52,859,0.56,-0.16,0.45,0,2628,2628,1.72,0.07,1697,1.11,0.03,0.52,1783,1.17,2.39,11.42,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.14,0.41,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0025,30,2.3923,2.52
228,EXT_SOURCE_1,134133,173378,0.33,0.68,0.34,-0.18,1.19,0,0,0,0.0,0,0.0,-0.13,1.14,0,0,0,0.0,0.17,0,0.0,0.08,0.89,2684,2.0,-0.07,-0.97,approximately_normal,False,False,False,False,none,none_needed,-0.18,1.19,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.0,114584,0.0688,0.0
229,EXT_SOURCE_2,306851,660,0.39,0.66,0.27,-0.01,1.07,0,0,0,0.0,0,0.0,-0.06,1.09,0,0,0,0.0,0.12,0,0.0,0.03,0.78,6137,2.0,-0.79,-0.27,moderate_deviation,False,True,False,False,none,none_needed,-0.01,1.07,approximately_normal,none_or_standard_scaler,False,False,False,True,False,False,False,False,0.5,keep_continuous,no_strong_signal,0.0,119831,0.7936,0.0
230,EXT_SOURCE_3,246546,60965,0.37,0.67,0.3,-0.08,1.12,0,0,0,0.0,0,0.0,-0.07,1.1,0,0,0,0.0,0.15,0,0.0,0.06,0.83,4904,1.99,-0.41,-0.66,approximately_normal,False,False,False,False,none,none_needed,-0.08,1.12,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.0,814,0.4094,0.0
231,FLAG_CONT_MOBILE,307511,0,1.0,1.0,0.0,1.0,1.0,574,0,574,0.19,574,0.19,0.87,1.13,574,0,574,0.19,0.03,574,0.19,1.0,1.0,574,0.19,-23.08,530.74,left_skewed,True,True,True,True,low,investigate_individually,1.0,1.0,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,True,True,False,False,0.3,drop_or_encode,near_constant,0.0019,2,23.0812,0.0
232,FLAG_DOCUMENT_10,307511,0,0.0,0.0,0.0,0.0,0.0,0,7,7,0.0,7,0.0,-0.01,0.01,0,7,7,0.0,0.0,7,0.0,0.0,0.0,7,0.0,209.59,43925.14,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,1.0,2,209.5891,0.0
